title,price,area,type,address,description,law,type_estate,province,district,bedroom,toilet,floor,direction,entrance_width,width,image_links,phonenumber,geo_code
"Bán gấp tòa nhà 9 tầng mặt phố đại cồ việt, hai bà trưng  195m2  giá 147 tỷ",147.0,195.0,Mua Bán,"Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","Bán gấp Tòa nhà 9 tầng Mặt phố Đại Cồ Việt, Hai Bà Trưng, vỉa hè, thang máy, ô tô dừng đỗ, vị trí số 1 - giá trị của đẳng cấp.<br/><br/>Diện tích 195m2, 9 tầng, có hầm. Giá 147 tỷ có thương lượng (miễn trung gian)<br/><br/>- Vị trí đẹp nhất phố, con phố VIP nhất quận Hai Bà, kết nối các phố Trần Khát Chân, Đại Cồ Việt, Nguyễn Đình Chiểu, Trần Đại Nghĩa, Xã Đàn, Giải Phóng...<br/><br/>- Tòa nhà 9 tầng có 1 tầng hầm để xe rộng rãi, thang máy nhập khẩu, thiết kế thông sàn, phù hợp mọi loại hình kinh doanh.<br/><br/>- Đầy đủ GPXD, hệ thống PCCC tiêu chuẩn.<br/><br/>LH: Nguyên Minh - Sổ đỏ chính chủ",Có Sổ đỏ,Nhà mặt phố,Hà Nội,Hai Bà Trưng,,,9,,50 (m),7,https://nhadat24h.net//Upload/User/DangTin/2024/Images/526919/84034bdb-98c8-4a79-b5b8-6b6fea786b86.jpg,0968471059,"[21.011173, 105.8485322]"
Về quê sinh sống cần bán gấp 2 dãy trọ 10 phòng 2kiot cách chợ chỉ 600m dân đông,2.05,300.0,Mua Bán,"Kđt Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","<p></p><p> </p><p> được tách thành 2 dãy úp mặt vào nhau </p><p> </p><p> - Phòng ốc xây đẹp, kiên cố, ốp gạch men tường, thoáng mát, sạch sẽ, vị trí đẹp và nhiều tiện ích…</p><p><br/><br/> </p><p></p><p> </p><p>- Cách KCN Mỹ Phước 1,2,3,4 chỉ 800m, KCN visip 2 khoảng 2km , gần chợ, trường học cấp 1,2 , dân cư đông đúc, giao thông thuận lợi, … </p><p>- Các phòng đã thuê kín, giá thuê  </p><p> </p><p>- Hỗ trợ ngân hàng từ 40-70% cho những khách hàng tài chính thấp </p><p>Gia đình mong muốn bán nhanh nên chỉ tiếp những người có thiện chí mua </p><p> để đi xem trọ (miễn tiếp cò)</p><p></p><p><br/><br/><br/><br/><br/></p>",Có Sổ đỏ,"Nhà trọ, phòng trọ",Bình Dương,Bến Cát,11.0,11.0,2,,16 (m),10,https://nhadat24h.net//Upload/User/DangTin/2024/Images/414328/b981494e-260f-4d2d-a6ca-77088698f2a5.jpg,0937895119,
Gia đình kẹt tiền cần bán gấp căn nhà mới xây xong tại kđt mỹ phước 3,0.299,150.0,Mua Bán,"Kđt Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","<p><br/><br/>thổ cư 100%,sổ hồng riêng,giấy phép xây dựng,bản vẽ thiết kế chính chủ.<br/><br/>(có thương lượng)<br/><br/>- Nhà xây mới 90% ,vị trí cách chợ,trường học các cấp chỉ vài trăm mét.<br/><br/>-Công năng sử dụng gồm sân xe hơi 16 chỗ,phòng khách,phòng thờ,bếp,3 phòng ngủ,2 vệ sinh,sân phơi đồ phía sau.</p><p><br/><br/>-Cơ sở hạ tầng hiện đại,điện sáng,nước máy,đường 16 mét thông thoáng,tiện ở kinh doanh đa ngành nghề.</p><p>- Hỗ trợ ngân hàng từ 40-70% cho những khách hàng tài chính thấp.</p><p>- Sang tên công chứng tại văn phòng công chứng tỉnh Bình Dương.</p><p>-Qúy anh chị có nhu cầu xem nhà liên hệ</p><p>mở cửa xem nhà ạ.</p><p></p><p></p><p></p>",Có Sổ đỏ,Nhà đất thổ cư,Bình Dương,Bến Cát,4.0,3.0,2,,16 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/414328/a6d4a40c-a8c1-4b23-9337-e014f10d9ffe.jpg,0937895119,
Gia đình thua lỗ kd cần bán 2 dãy trọ mới xây vị trí đẹp tại kcn mỹ phước 3,1.65,300.0,Mua Bán,"Kđt Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","<p></p><p>đất sổ riêng.</p><p>(còn thương lượng, có hỗ trợ ngân hàng).</p><p></p><p>- 1 dãy có 4 phòng 1 kiot.</p><p>- Phòng ốc xây đẹp, kiên cố, ốp gạch men tường toàn bộ. Thoáng mát, sạch sẽ, lối ra vào rộng rãi, an ninh tốt. - Gác đúc, vệ sinh riêng từng phòng, kệ bếp, chỗ phơi đồ, để xe. Cổng rào kiên cố.</p><p>- Gần KCN Mỹ Phước 2 - 3, cách chợ 500 mét, trường học cấp 1,2,3 đầy đủ.</p><p></p><p>- Cơ sở hạ tầng hoàn thiện 100%, nước sạch, đèn đường. Khu hành chính, UBND, ngân hàng, bệnh viện, Becamex, Hoàn Hảo.</p><p>- Các phòng đã thuê kín, giá thuê 1 triệu/phòng/tháng.</p><p>- Căn nhà đang cho thuê 2 triệu/phòng/tháng. Tổng thu nhập gần 20tr/tháng</p><p>- Gia đình mong muốn bán nhanh nên mong gặp khách thiện chí thiện chí mua.</p><p>- Sang tên chuyển nhượng tại văn phòng công chứng tỉnh Bình Dương. Giá bán tôi bao mọi chi phí giấy tờ, sổ sách.</p><p> để đi xem trọ</p><p></p>",Có Sổ đỏ,"Nhà trọ, phòng trọ",Bình Dương,Bến Cát,11.0,11.0,2,,16 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/414328/c49aed0a-6d3d-485b-9371-67268bdd5216.jpg,0937895119,
Chính chủ bán gấp dãy trọ ngay kcn mp1 thu nhập 7tr tháng lh 0937 895 119,1.0,300.0,Mua Bán,"Phường An Bình, Thành phố Dĩ An, Bình Dương","<p></p><p> </p><p>sổ hồng riêng chính chủ. </p><p> </p><p>- Nhà xây dựng kiên cố gồm 2 kiot có lầu bên trước kèm 4 phòng trọ. </p><p>- Mặt tiền hiện tại đang cho thuê ở kinh doanh tạp hóa tháng 1tr700 , phòng trọ 1 triệu/tháng. </p><p>- Kinh doanh ổn định thu nhập hơn 8 triệu mỗi tháng. </p><p>- Vị trí nhà cách quốc lộ 13 chỉ 100m, gần chợ, gần trường học, kế bên khu công nghiệp Mỹ Phước 1, 2,3. </p><p>- Hỗ trợ ngân hàng tối đa 700tr</p><p>- Sang tên công chứng tại văn phòng công chứng tỉnh Bình Dương</p><p> để đi xem trọ</p><p><br/></p>",Có Sổ đỏ,"Nhà trọ, phòng trọ",Bình Dương,Dĩ An,10.0,10.0,2,,8 (m),10,https://nhadat24h.net//Upload/User/DangTin/2024/Images/414328/34b651bf-2f61-4b32-ae5f-8a7181c0b586.jpg,0937895119,"[10.8762964, 106.7565322]"
Chính chủ bán lỗ căn nhà và 4 phòng trọ mặt tiền kinh doanh buôn bán,1.6,150.0,Mua Bán,"Kđt Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,Có Sổ đỏ,"Nhà trọ, phòng trọ",Bình Dương,Bến Cát,,,,,16 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/488940/a9ac0aa7-a6cf-41fa-bb3c-cbe6bd9699a3.jpg,0336443457,
"Bán nhà ngõ lớn như phố , ngọc hồi , quận hoàng mai 62m2",11.0,62.0,Mua Bán,"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","<p>-Ngõ to như phố , có thê kinh doanh tất cả các loại mặt hàng , vỉa hè rộng rãi mát mẻ , ô tô đỗ tránh nhau thoải .</p><p>- Nối đường Ngọc Hồi với Trần Thủ Độ , giao thông thuận tiện kết nối Giải Phóng , Linh Đàm , Hoàng Liệt ...</p><p>* Thiết kế : 5 tầng</p><p>- tầng 1 : chủ nhà đang kinh doanh cà fe</p><p>- tầng 2,3,4 mỗi tầng 2 ngủ WC các phòng vuông vắn</p><p>- tầng 5 : phòng thờ sân phơi</p><p>* sổ đỏ vuông đét không lỗi nhỏ , sẵn sàng giao dịch</p>",Có Sổ đỏ,Nhà mặt phố,Hà Nội,Hoàng Mai,6.0,5.0,5,Bắc,8 (m),4.5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/525868/2689f85c-55c4-4711-b0b1-58b396063072.jpg,0983131295,"[20.9946479, 105.8917139]"
Hàng hiếm giá tốt đường hoàng mai ngõ ô tô dt 32m x 5t mt 3 5m chỉ 6 9 tỷ,6.9,32.2,Mua Bán,"Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","* Thông số căn nhà:<br/>- Diện tích sổ đỏ: 32,2 m2.<br/>- Diện tích xây dựng: full.<br/>- Mặt tiền: 3,5 m.<br/>- Đường trước nhà: 4 m, ô tô tải qua nhà<br/>- Hiện trạng nhà: Nhà mới ở luôn.<br/>- Thiết kế: 4 tầng 1 tum, 4 phòng ngủ, 3 vệ sinh.<br/>- Nhà tầng 1 có thể kinh doanh nhỏ, ngõ rộng, thông thoáng.<br/>* Vị trí: đường Hoàng Mai, cách 300m ra đường Vành Đai 2.5 Tân Mai và đường Tam Trinh - Mai Động.<br/>- Gần chợ đầu mối phía Nam, các bên cạnh Công viên Khu đô thị Đền Lừ, Bệnh viện đa khoa Vinmec, Trường Đại học Kinh doanh và Công nghệ, trường Cao Đẳng Kinh tế Kỹ Thuật Công nghiệp Hà Nội.<br/>- Khu vực thoáng mát, dân trí cao nên ở rất tốt cho sức khỏe, rất thuận lợi cho sinh hoạt hàng ngày.<br/>* Pháp lý: Không tranh chấp, quy hoạch, sổ đỏ vuông vắn chỉ chờ giao dịch.<br/>* Hãy gọi điện cho em Hùng nếu anh chị đọc được tin này 24/24h nhé ạ. Hoặc hãy giới thiệu cho ai đó nếu đang cần theo số điện thoại của em Hùng nhé.",Có Sổ đỏ,Nhà trong ngõ,Hà Nội,Hoàng Mai,4.0,3.0,5,Tây bắc,4 (m),3.5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529785/e5ee7322-87f8-4b53-8094-cad274d2477b.jpg,0979889802,"[20.9836008, 105.8672743]"
Bán nhà đường nguyễn thông bình thuỷ,6.3,196.0,Mua Bán,"Phường An Thới, Quận Bình Thủy, Cần Thơ","<p><br/>BIỆT THỰ MINI NGUYỄN THÔNG - BÌNH THUỶ - CẦN THƠ<br/><br/>Địa chỉ: hẻm 36 Nguyễn Thông <br/><br/>Pháp lý: Thổ cư hoàng công<br/>Diện tích đất: 196,5m2 (9,9x20)<br/>Diện tích xây dựng: 208m2<br/><br/>Thiết kế: 1PK, 3 PN (Có 1 phòng master), 1 Phòng sinh hoạt, 4 WC, Ban công, khu vực tiểu cảnh Hồ cá, Sân đậu ôtô, Sân sau phơi đồ…..<br/><br/>TẶNG KÈM: 1 Sofa, 3 giường ngủ, 3 Tủ quần áo, 3 máy lạnh, Bồn tắm, Tủ bếp….<br/><br/>Hướng: Đông Bắc <br/>Lộ Ôtô<br/><br/>Giá bán: 6 tỷ 300 triệu (Không thương lượng - Buôn đuôi)<br/><br/>LH: Em chủ nhà gặp 24/7</p>",Có Sổ đỏ,"Nhà biệt thự, liền kề",Cần Thơ,Bình Thủy,3.0,4.0,2,Đông bắc,5 (m),9.9,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/a4bbe81a-4053-4084-a917-75374755b986.jpeg,0813211511,"[10.0604684, 105.7592697]"
Cần bán 5 000m2 đất chính chủ sổ hồng riêng mặt tiền tỉnh lộ dân đông giá 360tr,0.36,5000.0,Mua Bán,"Xã Minh Hưng, Huyện Chơn Thành, Bình Phước","<p></p><p>-:. đã tách thành 5 sổ riêng 1000m</p><p>-3Triệu</p><p>-</p><p>-.</p><p>- Bán kính 400m có kcn KCN Việt Sing, chợ, ủy ban, trung tâm thương mại, bệnh viện đa khoa, đi vài bước có khu sân gofl đang mở…</p><p>- Tiện xây nhà ở, đầu tư xây trọ, xây xưởng…</p><p></p><p></p><p></p><p></p><p></p>",Có Sổ đỏ,Nhà đất thổ cư,Bình Phước,Chơn Thành,,,,,18 (m),125,https://nhadat24h.net//Upload/User/DangTin/2024/Images/376179/0b3a213f-2c8e-45bc-affc-e8b5a912b6b6.jpg,0968553851,
Hi ceiling giai phap không gian thông minh đôc nhât thi trương,2.04,60.0,Mua Bán,"Picity Sky Park, Phường An Bình, Thành phố Dĩ An, Bình Dương","CĂN HỘ HI-CEILING 💎 GIẢI PHÁP KHÔNG GIAN THÔNG MINH ĐỘC NHẤT THỊ TRƯỜNG 💎 DUY NHẤT TẠI PICITY SKY PARK<br/><br/>👉 Lần đầu tiên xuất hiện dòng sản phẩm căn hộ Hi-ceiling với chiều cao lên đến 5.3m cùng giải pháp thông minh nhằm tối ưu không gian, gia tăng trải nghiệm sống tiện nghi, hiện đại cho khách hàng.<br/><br/>💥 Với 2 giải pháp: Pro và Pro Max độc nhất thị trường, căn hộ Hi-ceiling mang đến sự lựa chọn đa dạng, phù hợp với nhu cầu của từng khách hàng.<br/><br/>🔑 Giải pháp Pro được trang bị trần thông minh di động, tùy chỉnh không gian linh hoạt theo nhu cầu, tạo sự thông thoáng, tràn ngập ánh sáng và tối ưu diện tích sử dụng. <br/><br/>🔑 Giải pháp Pro Max được nâng cấp với trần thông minh di động, vách ngăn thông minh và nội thất thông minh. Sự kết hợp này giúp không gian căn hộ được mở rộng tối đa, tăng trải nghiệm và sự sáng tạo.<br/><br/>👉 Với số lượng cực kỳ giới hạn, căn hộ Hi-ceiling chỉ có duy nhất tại dự án Picity Sky Park với chi phí đầu tư tối ưu. Chủ nhân căn hộ Hi-ceiling còn được thụ hưởng trọn vẹn các tiện ích cao cấp và những đặc quyền riêng biệt của Khu đô thị số văn minh chuẩn quốc tế ngay đại lộ Phạm Văn Đồng.<br/><br/>☎ Liên hệ Hotline CĐT 𝐏𝐢𝐜𝐢𝐭𝐲 𝐒𝐤𝐲 𝐏𝐚𝐫𝐤 : 0937.454.971💕 ngay hôm nay để được nhận thông tin dự án và tư vấn chọn sản phẩm phù hợp nhu cầu nhất.<br/>#PicitySkyPark<br/> #Pigroup <br/> #canhoHiceiling<br/> #canhobinhduong #canhothanhpho<br/> -----------------",Hợp đồng Mua bán,Căn hộ chung cư,Bình Dương,Dĩ An,2.0,2.0,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/419038/ac78521d-be1c-4b49-9f90-e01386bdbdf4.jpg,0937454971,"[10.8739279, 106.75963560810301]"
Cần vốn kinh doanh nên tôi bán gấp lô đất 1008m2 ql13 giá 195tr,0.195,1008.0,Mua Bán,"Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước","<p>Tôi chính chủ kẹt tiền nên có sao bán vậy, đất thật giá thật 100%.<br/>Kẹt vốn kinh doanh tôi bán lại lô đất thổ cư nằm ngay khu dân cư.<br/>Diện tích 1008m2</p><p>Giá 195tr/sổ.<br/>Đất tôi nằm ngay mặt tiền đường lớn 24m, QL13 đi vào đúng 3 phút là tới đất, cạnh đất là KCN đang hoạt động với hơn 15.000 công nhân, cạnh trường học cấp 1,2,3, UBND, cây xăng, chợ lớn,... Đầy đủ tiện ích.<br/>Rất thích hợp cho anh chị mua bán, xây trọ, mở quán cafe hoặc đầu tư đều được.<br/>Tôi chính chủ kẹt tiền nên có sao bán vậy, đất tôi sổ sẵn, tôi đang ở Thủ Đức anh chị nào quan tâm thì liên hệ quan nhà tôi xem</p>",Có Sổ đỏ,Nhà đất thổ cư,Bình Phước,Chơn Thành,,,,,24 (m),20,https://nhadat24h.net//Upload/User/DangTin/2024/Images/523682/53b759e4-5436-4fba-a7a0-a174565cd457.jpg,0931222690,
Bán gấp 10x40400m2 đất gần kcn shr giá 195 triệu bao mọi phí sang tên,0.195,400.0,Mua Bán,"Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước","<p>Bán gấp 400m2 sát KCN Nhật Hàn, SHR, Giá 180 triệu BST<br/>Diện tích 10x40m= 400m2<br/>* Giá bán: 195 triệu<br/>- Sổ hồng riêng, đất lên thổ cư (giá tôi bán đã bao gồm sổ sách giấy tờ).<br/>- Mặt tiền đường 32m thông thẳng chợ, gần khu công nghiệp Nhật- Hàn- Sing, trường học cấp 1.2.3, bệnh viện nhà trẻ, công viên, trong bán kính 1km trở lại....<br/>- Rất tiện để kinh doanh cafe, quán cơm, xây nhà trọ cho thuê, vì ở đây dân cư rất đông.<br/>- Xây dựng tự do không giới hạn thời gian xây dựng.<br/>Chính chủ:O93.888.9035_A ÚT xem đất và sổ sách giấy tờ.</p><p></p>",Có Sổ đỏ,Nhà đất thổ cư,Bình Phước,Chơn Thành,,,,,18 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/436167/182a93be-1f7d-43b7-a620-c17b087fbe53.jpg,0938889035,
Bán căn hộ the felix trung tâm thành phố thuận an góp chỉ 15 triệutháng,1.48,45.0,Mua Bán,"Phường Bình Hòa, Thành phố Thuận An, Bình Dương","Tiếp nối thành công của 𝘾𝙎𝙠𝙮𝙫𝙞𝙚𝙬, 𝙏𝙝𝙚 𝙈𝙖𝙞𝙨𝙤𝙣<br/>🌐Siêu phẩm 𝙏𝙝𝙚 𝙁𝙀𝙇𝙄𝙓 là dự án được mong chờ nhất tiếp theo tại Tp.Thuận An.<br/>📩Chủ đầu tư: 𝘾-𝙃𝙤𝙡𝙙𝙞𝙣𝙜<br/><br/>📍 Vị trí: Đường Nguyễn Du, Phường Bình Hòa, Thành phố Thuận An, Bình Dương.<br/>🎈Liền Kề Phường Linh Chiểu Thành Phố Thủ Đức.<br/><p>📍 Quy mô: 40 tầng, 1 tầng hầm</p>📍 Tổng số căn hộ: 1206 căn hộ<br/>• 1 Phòng ngủ 1: 41.39m², 45.6m².<br/>• 2 Phòng ngủ: 54.4m², 59.78m², 62.02m², 65.03m².<br/>• 3 Phòng ngủ: 79.52m², 79.52m² - 85.75m².<br/><br/>💥70% căn giá dưới 2 tỷ<br/>-----------------<br/>𝐓𝐡𝐞 𝐅𝐄𝐋𝐈𝐗 - 𝐊𝐡𝐚̆́𝐜 𝐡𝐨𝐚̣ 𝐡𝐚̣𝐧𝐡 𝐩𝐡𝐮́𝐜, đ𝐢𝐞̂̉𝐦 𝐭𝐨̂ 𝐭𝐮̛𝐨̛𝐧𝐠 𝐥𝐚𝐢<br/> Đường Nguyễn Du, Bình Hoà, TP Thuận An, Bình Dương",Hợp đồng Mua bán,Căn hộ chung cư,Bình Dương,Thuận An,1.0,1.0,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/339050/c909e3b8-1e6e-47a3-811f-d7525ea0fbd2.jpg,0969579802,"[10.9199126, 106.7322338]"
Chỉ từ 2 9 tỷ sở hữu shophouse đại lộ nam sông mã 67m tp thanh hóa,9.1,106.0,Mua Bán,"Đại Lộ Nam Sông mã, Phường Đông Hải, Thành phố Thanh Hóa, Thanh Hóa","Trả trước 2.9 TỶ thanh toán trong 60 ngày<br/>- Hỗ trợ vay ngân hàng lên đến 70%, MIỄN GỐC LÃI trong 18 tháng.<br/>- Đối diện 11 tòa chung cư Vinhomes đang xây dựng.<br/>- Xây thô 5 tầng, hoàn thiện mặt ngoài, bên trong xây thô có cầu thang bộ, ô chờ thang máy. Thiết kế tường riêng dày 20cm, móng riêng. Cửa kính, đá ốp nhập khẩu cao cấp.<br/>- Vị trí: Mặt đại lộ Nam Sông Mã (67m, 8 làn xe, vỉa hè 11m) liên kết khu du lịch Hàm Rồng Sông Mã, TP.Thanh Hóa, với TP du lịch biển Sầm Sơn.<br/>- Kết nối: <br/> Hệ thống giao thông liên kết ngay nút giao với QL1A, Đường Sắt Bắc Nam, QL Duyên Hải, Cao tốc TP.Thanh Hóa - Sao Vàng - Nghi Sơn, Cảng nước sâu Nghi Sơn...<br/> Hệ thống các cơ quan ban ngành tỉnh Thanh Hóa, ngay UBND TP.Thanh Hóa, Công An, Quân đội, Thông tin, Ngân hàng, Big C...<br/> Hệ thống Bệnh viện, Trường học các cấp, dịch vụ, khu công nghiệp...<br/> Kết nối hạ tầng trug tâm TP.Thanh Hóa hiện hữu: Đại đô thị Vinhomes Star City, Các khu đô thị khác tại khu vực, hiện đại, đồng bộ....<br/>- Đây là những lợi thế “vàng” giúp nhà đầu tư hiện thực hóa bài toán kinh doanh siêu lợi nhuận nhờ đón đầu lượng khách “khổng lồ” khi đi qua đại lộ.<br/>------------------------------<br/>Central Riverside - Khu đô thị tri thức và tài chính tại trung tâm thành phố Thanh Hóa<br/>Hotline: 0915132636<br/>Địa chỉ: Đại lộ Nam Sông Mã, liền kề trụ sở cơ quan Hành chính mới của TP Thanh Hóa.",Có Sổ đỏ,ShopHouse,Thanh Hóa,Thanh Hóa,,,5,Tây Nam,67 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/527082/87197d7b-4d94-4e67-a444-c8b255d0e486.jpg,0915132636,"[19.8212995, 105.8040288]"
Bán nhà hàm nghi  dt 54m2  mt 5m  5 tầng  6 pn  lh 0986807836,9.6,54.0,Mua Bán,"Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","Hàm Nghi - dt 54m² - mt 5m - 5t - 6ngủ<br/>Nhà chủ xây cực tâm huyết, khách xem trong là ưng luôn<br/>Nhà xây tầng 2 phòng khép kín vừa ở vừa cho thuê đều ngon<br/>Phòng nào cũng có cửa sổ đằng sau, rất sáng và thoáng<br/>Chào chỉ 9,6 tỷ còn thương lượng<br/>Lh 0986807836 E Tr Anh chuyên nhà đất thổ cư, chung cư khu vực quận Cầu Giấy, Từ Liêm",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Nam Từ Liêm,6.0,,5,,,5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529722/5b2a20fa-7512-48c9-88cb-23df8803e794.jpg,0986807836,"[21.0364772, 105.7634002]"
Bán lô đất 100m2 cực đẹp kdc chợ an sương tân hưng thuận quận 12 giá 1ty450,1.45,100.0,Mua Bán,"Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh","Bán Lô Đất Cực Đẹp KDC Chợ An Sương,Tân Hưng Thuận,Quận 12 Giá 1Ty450(hình thực tế)<br/>LH trực tiếp :Em Ngân<br/>- Diện tích : 4x 20 = 80m2 giá 1ty250 triệu (giá 100%)<br/>- Diện tích : 5 x 20 = 100m2 giá 1 tỷ 450 triệu ( giá 100% )<br/>- Diện tích : 7 x 20 = 140m2 giá 1 tỷ 650 triệu ( giá 100% )<br/>-Sản Phẩm Biệt Thự 250m2 Giá 2ty250<br/>-Sản Phẩm Đặt Biệt Cặp Góc 100m2 Giá 2ty450<br/>Vị trí : Mặt tiền đường Quốc Lộ 1A,Nguyễn Văn Quá, nằm gần chợ kinh doanh sầm uất , gần trường học các cấp ...<br/>- Hạ tầng đã hoàn thiện 100% , điện âm nước máy đầy đủ<br/>- Đường nhựa từ 12m đến 16m , xe chạy quay đầu thoải mái<br/>- Xây dựng tự do , có giấy phép xây dựng liền<br/>- Khu vực xung quanh dân cư đã đông đúc<br/>- Đã có sổ hồng riêng , công chứng sang tên ngay trong ngày<br/>-🎁 Tặng ngay 10 Chỉ vàng khi khách hàng thiện chí<br/>🎁 Tặng Voucher VLXD lên đến 100 triệu đồng kèm Theo Giấy Phép Xây Dựng Tự Do.<br/>🎁 Ngân hàng hỗ trợ vay lên đến 70%.<br/>📝 Đăng kí tham quan ngay.<br/>📱 PKD :0776133215 (Gặp Ngân).<br/>✍️ Quý khách tham quan chỉ cần để nhắn tin hoặc gọi trực tiếp cho em.",Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,12,,,,,12 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/513578/f08f4853-49a0-46a4-b5aa-9dcee1ddeb98.jpeg,0776133215,"[10.8380911, 106.6235253]"
