title,price,area,address,description,type,type_estate,law,floor,bedroom,toilet,direction,image_links,phonenumber,geo_code,district,province_city,width
"Cho thuê nhà văn phòng, kho xưởng tại lê trọng tấn, phường sơn kỳ",39.0,450,"Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM","Cho thuê nhà văn phòng, xưởng tại 389/1 &amp; 389/1A Lê Trọng Tấn, phường Sơn Kỳ, Quận Tân Phú<br/>- DT 8x38m, DTSD 450 m2, thuận tiện vừa làm văn phòng &amp; kho.<br/>xem kho thuê theo thực tế.<br/>Giá cho thuê : 39 triệu (có thương lượng)<br/>LH:  - Chị Thảo CHÍNH CHỦ CHO THUÊ.<br/>(Hình văn phòng từ cũ, khách thuê mời đến xem thực tế).",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/04/07/354/6e1bc820a8084a29a721705c9075847a.jpg,903346767,"[10.8120524, 106.6091559]",Tân Phú,Hồ Chí Minh,
"Cho thuê nhà mặt phố hồ giám, đống đa, mặt bằng 40m2, mặt tiền 7m",35.0,40,"Đường Hồ Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội","Chính chủ cho thuê nhà mặt phố số 2 Hồ Giám, Đống Đa, Hà Nội<br/>Diện tích mặt bằng 40m2, mặt tiền 7m<br/>Nhà 6 tầng, cho thuê tầng 1, 2, 4, 5 <br/>(Giữ lại 2 tầng nhưng không ở)<br/>Giá cho thuê: 35 triệu/tháng.<br/>LH:  ",Cho Thuê,Nhà Mặt Phố,,6.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/278/894bc52446514682854f37b970f59801.jpg,913322998,"[21.01348, 105.82679]",Đống Đa,Hà Nội,
"Cho thuê nhà nguyên căn chính chủ phường tân định, quận 1",15.0,45,"45bis, Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, TP.HCM","Chính chủ cho thuê nhà phường Tân Định Q1, diện tích 4,5*10 ,1tret 1lau 1pn 2vs.<br/>Nhà đầy đủ nội thất có thể vô ở liền.Gần công viên,trường học,bệnh viện,di chuyển ra trung tâm trong vòng 3phut. Khu dân cư yên tĩnh tiện vừa ở vừa làm văn phòng hoặc buôn bán online.<br/>Liên hệ  chị Linh",Cho Thuê,Nhà Trong Ngõ,,,1,2,,https://cloud.muaban.net/images/thumb-detail/2024/05/20/373/92a1ec6eb60e4e4db31bc3c0f48a0635.jpg,914036226,"[10.791433, 106.6924543]",1,Hồ Chí Minh,4.5
"Cho thuê phòng tại nhà 53 trần kế xương, p.7, phú nhuận, máy lạnh",3.0,25,"53, Đường Trần Kế Xương, Phường 7, Quận Phú Nhuận, TP.HCM","Chính chủ cho thuê phòng tại nhà 53 Trần Kế Xương, P.7, Phú Nhuận<br/>- Phòng rộng 25m2, có máy lạnh, quạt, nước nóng lạnh năng lượng mặt trời, wifi, tường và trần mới sơn nước<br/>- Có WC riêng và bếp riêng, balcon mặt tiền thoáng mát<br/>- Ngoài ra còn có: tủ lạnh, máy giặt dùng chung 3 người/ 1 máy giặt và 1 tủ lạnh, nhà ít người rất sạch sẽ, an ninh.<br/>- Nhà gần ngã 4, chợ Bà Chiểu, trường cấp 3, đại học, đối diện công viên<br/>- Khu sầm uất thuận tiện giao thông<br/>- Giá thuê 3 triệu/tháng<br/>Liên hệ:  , 0902 52 72 52<br/>Có hoa hồng cho môi giới",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/039/0d7c6c03305a4cfdaa26c94e896f3d5d.jpg,913923854,"[10.802571, 106.6889872]",Phú Nhuận,Hồ Chí Minh,
"Văn phòng cho thuê mặt tiền võ văn tần, quận 3, tp.hcm",11.9,34,"283, Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM","Văn phòng cho thuê mặt tiền Võ Văn Tần, quận 3<br/>- Địa chỉ: 283 Võ Văn Tần, phường 05, quận 3, TP.HCM<br/>- Vị trí đắc địa: tập trung nhiều ngân hàng, văn phòng cao ốc, TTTM...<br/>- Diện tích cho thuê:<br/>+ Tầng 1 khoảng 34 m2<br/>+ Tầng 2 khoảng 66 m2<br/>+ Tầng 3 khoảng 30 m2<br/>- Giá cho thuê 350.000đ/m2<br/>- Tổ chức cá nhân có nhu cầu cần thuê làm văn phòng, vui lòng liên hệ điện thoại: Mr.Linh,  , Mr Thiện  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/12/442/ce8d89c6bb014417a9c3d5a28ff4b1b0.jpg,705681399,"[10.7722319, 106.6862878]",3,Hồ Chí Minh,
"Cho thuê nhà 2,5 tầng, mặt bằng 50m2,ngõ 102 kim ngưu, hai bà trưng",9.5,50,"Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Cho thuê nhà trong ngõ 102 Kim Ngưu, Hai Bà Trưng, Hà Nội<br/>Nhà 2,5 tầng, diện tích mặt bằng 50m2, sử dụng ~ 100m2<br/>khu trung tâm, gần Công viên Tuổi trẻ, gần trường mẫu giáo, cấp 1, cấp 2, gần bệnh viện Thanh Nhàn, gần chợ.<br/>Nhà có điều hoà, nóng lạnh, quạt trần, giường, tủ bểp<br/>Ngõ xe máy tránh, cách đường 25m<br/>giá 9,5 triệu/tháng<br/>LH:  ;  <br/>Miễn trung gian",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/448/ce4298498d9e4e9497a2772addf2c2c0.jpg,977197876,"[21.00626, 105.85537]",Hai Bà Trưng,Hà Nội,
"Cho thuê tầng 1  đầy đủ tiện nghi  mặt phố yên hòa, q.cầu giấy, hn",12.0,67,"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","CHO THUÊ TẦNG 1 - ĐẦY ĐỦ TIỆN NGHI - MẶT PHỐ YÊN HÒA, QUẬN CẦU GIẤY, HÀ NỘI <br/>- Diện tích: 67m²<br/>- Mặt tiền: 5.5m<br/>- Tiện nghi: Bếp từ, hồng ngoại, tivi, tủ lạnh, điều hòa, lò vi sóng, 2 quạt trần, phòng vệ sinh có bình nóng lạnh.<br/>- Vị trí: Mặt phố Yên Hòa, phường Yên Hoà, quận Cầu Giấy, Hà Nội.<br/>- Phù hợp làm: Cửa hàng tạp hoá, shop bán quần áo, nhà thuốc.<br/>- Giá thuê: Thương lượng, trả trước 3 tháng, đặt cọc 1 tháng.<br/>Liên hệ:<br/>  <br/>Hãy liên hệ ngay để thuê tầng 1 với đầy đủ tiện nghi và vị trí đắc địa này!",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/551/5fb25b82ce9848f48d086573bb751810.jpg,337085759,"[21.0145393, 105.801834]",Cầu Giấy,Hà Nội,
"Cho thuê mặt tiền nội bộ khu citiland park hill, gò vấp",18.5,56,"Quận Gò Vấp, TP.HCM","Cho thuê MT nội bộ liền kề khu Citiland Park Hill<br/>DT: 3,5 x 16m, 1 trệt 1 gác lửng<br/>Mặt tiền phía trước 8m, hẻm phía sau 4m (cửa hậu phía sau)<br/>Khu dân cư sầm uất, hiện đại, liền kề khu căn hộ citiland park hill , Chợ, siêu thị BHX, Vinmart, Lottemart… trường học, đầy đủ tiện ích<br/>Thích hợp kinh doanh nhiều ngành nghề<br/>Giá thuê: 18,5 tr/ tháng<br/>Hoa hồng cho môi giới<br/>Lh chính chủ: Ms Trang  ",Cho Thuê,Nhà Mặt Phố,,1.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/214/03df9e34d8ce4e5ab82326d90f5e0dbd.jpg,908167240,"[10.8345635, 106.6739598]",Gò Vấp,Hồ Chí Minh,
Cho thuê nhà mặt tiền địa chỉ 947 huỳnh tấn phát p.phú thuận quận 7,30.0,148,"947, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP.HCM","Cho thuê nhà mặt tiền, nguyên căn, địa chỉ 947 Huỳnh Tấn Phát Phường Phú Thuận Quận 7, diện tích sử dụng 148m2, 1 trệt, 2 phòng ngủ, 2 WC, 1 bếp, ngang 4m dài 37m, nhà trống, đồng hồ điện nước riêng, rất tiện cho việc kinh doanh, số lương người ở từ 1 - 4 người, giá cho thuê 30.000.000/tháng, đặt cọc 1 tháng<br/>",Cho Thuê,Nhà Mặt Phố,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/227/016d291b93cd435bb081ccebfefd3bce.jpg,908658592,"[10.734005, 106.7309828]",7,Hồ Chí Minh,4.0
Cho thuê tòa nhà văn phòng cao cấp mới vị trí vàng đắc địa sung túc,110.0,1.300,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, TP.HCM","Cho Thuê Toà Nhà Văn Phòng Cao Cấp. Nguyên căn mới hoàn thành.+ Vị trí vàng đắc địa mặt tiền đường lớn, Khu vực sung túc.+ Diện tích 1300 m². <br/>Ngang 8m nở hậu 9m dài 30m.<br/>Hầm rộng để xe + 7 lầu. 11 toilet. Thang máy 630kg, tốc độ cao 8 điểm dừng. Hệ thống PCCC đã kiểm duyệt. Thang sắt thoát hiểm ở sân sau nhà. Sân trước sân sau thoáng mát. Sân thượng rộng, view tuyệt đẹp. Nội thất cao cấp.<br/>Hệ thống chiếu sáng hiện đại thông minh. Hệ thống Internet hoàn chỉnh.<br/>+ Hệ thống máy lạnh trung tâm Daikin đời mới cực kỳ êm và tiết kiệm điện. Các tầng open. Máy nước nóng NLMT cho toàn bộ toà nhà. Hệ thống đèn NLMT trên sân thượng. Giá thuê 110 triệu/tháng. Hợp đồng lâu dài.<br/>Liên hệ trực tiếp  <br/>,  Zalo",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/05/16/190/ae8e3bb38c1c4d0a86b9d2ebdc7e1b02.jpg,865996853,"[10.8744361, 106.6510313]",12,Hồ Chí Minh,
"Cần cho thuê nhà nguyên căn trường chinh, p. 13, q. tân bình",85.0,190,"294 - 296, Đường Trường Chinh, Phường 13, Quận Tân Bình, TP.HCM","Cần cho thuê nhà nguyên căn địa chỉ 294 - 296 Trường Chinh, Phường 13, Quận Tân Bình.<br/>Diện tích 8,5x22m, 1 trệt, 2 lầu<br/>Thuận tiện kinh doanh mua bán<br/>Giá 85 triệu/tháng, thương lượng ít<br/>Liên hệ:  - Anh Hùng",Cho Thuê,Nhà Mặt Phố,,,10,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/381/935f814e09ea44079a6214e7879acabf.jpg,852024612,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,8.5
"Cho thuê tầng 1 làm văn phòng, 80m2, mặt tiền 5m, vỉa hè và đường rộng",15.0,80,"Đường Tú Mỡ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Cho thuê tầng 1 làm văn phòng, diện tích 80 m2, mặt tiền 5m, vỉa hè và đường rộng để được nhiều ô tô, xe máy<br/>Giá thuê 15 triệu/tháng<br/>Địa chỉ: số 14 ngõ 39 Tú Mỡ, Trung Hoà, Cầu Giấy, Hà Nội<br/>LH: cô Thanh,  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/15/475/0c6d351e8b154aadab97471de48e7a6b.jpg,967130404,"[21.0083786, 105.7910767]",Cầu Giấy,Hà Nội,
"Cho thuê căn hộ chung cư hùng vương, khu điện máy, p.11, q.5",7.5,54,"Đường Đặng Thái Thân, Phường 11, Quận 5, TP.HCM","Cho thuê căn hộ 10.02 lô G1 chung cư Hùng Vương, khu điện máy, đường Đặng Thái Thân, Phường 11, Quận 5. <br/>Diện tích: 54m².<br/>+ Nhà: 1 phòng khách, 2 phòng ngủ, 1 phòng bếp, 1 toillet. Ban công và cửa sổ thoáng mát, view nhìn ra hướng Sài Gòn.<br/>+ Tiện ích xung quanh: sát siêu thị Điện Máy Chợ Lớn, sau bệnh viện Đại Học Y Dược, gần bệnh viện Hùng Vương, bệnh viện Phạm Ngọc Thạch, trường Hùng Vương, trường Hồng Bàng, Nhà văn Hóa Thiếu Nhi, nhiều cửa hàng ăn uống, cửa hàng tiện ích, giao thông thuận tiện đi lại nhiều khu vực.<br/>+ Khu dân cư đông đúc, an ninh, dân trí cao. Thích hợp cho nhân viên văn phòng ở.<br/>*** Giá thuê: 7,5 triệu/tháng.<br/>Liên hệ xem nhà:  - Chị Vân.",Cho Thuê,Căn Hộ Chung Cư,,,2,1,,https://cloud.muaban.net/images/thumb-detail/2024/07/15/222/fe74eca59ab4499580d02cefd49278d8.jpg,938162060,"[10.82302, 106.62965]",5,Hồ Chí Minh,
"Cho thuê nhà bình thạnh, xô viết nghệ tĩnh, 3,5x8m, trệt, 1 lầu",8.0,28,"246/31a 11, Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP.HCM","Cho thuê nhà nguyên căn, ngang 3,5m dài 8m. 1 trệt 1 lầu. 2 phòng ngủ, 2 toilet, nhà mới xây thoáng đẹp, số nhà 246/31a 11 Xô Viết Nghệ Tĩnh, Phường 21 Quận Bình Thạnh Tp HCM ,cách Trung tâm Quận Nhất 1km<br/>Giá 8 Triệu 1 tháng <br/>Số điện thoại liên lạc  gặp C Thủy",Cho Thuê,Nhà Trong Ngõ,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2023/08/08/483/fe1119cd637442d8b2d94c1b12afd667.jpg,704472039,"[10.7971, 106.71171]",Bình Thạnh,Hồ Chí Minh,3.5
"Cho thuê nhà số 33 ngách 4206 phố khương đình, q.thanh xuân",12.0,75,"Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Cho thuê căn hộ dịch vụ bao gồm 7 phòng ngủ, 2 bếp, 2 toilet nhà hướng Nam thoáng mát có sân để xe rộng. Hiện đang cho thuê 20tr/th, nay cần tìm người có nhu cầu kinh doanh thuê lại giá: 12 Tr/th. Địa chỉ: số 33 ngách 420/6 đường Khương Đình - phường Hạ Đình - quận Thanh Xuân - TP.Hà Nội. <br/>Hỏi anh Thắng ĐT:  hoặc  ",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/14/487/2d6981ab7b3b4e3285dbe1c6956cecbe.jpg,913573886,"[20.9942054, 105.81421]",Thanh Xuân,Hà Nội,
"Cho thuê phòng trọ, cầu nguyễn văn cừ, phạm thế hiển, phường 1, quận 8",1.5,20,"Đường Phạm Thế Hiển, Phường 1, Quận 8, TP.HCM","Cho thuê phòng trọ, cầu Nguyễn Văn Cừ, Phạm Thế Hiển, Phường 1, Quận 8. Rất thuận tiện lưu thông các quận 1,2,4,5,7, Bình Chánh. Phù hợp cho sinh viên, nhân viên văn phòng, giá 1,5 triệu - 2 triệu/tháng, phòng mới xây, ốp gạch men, có toilet trong phòng, Wifi, truyền hình cáp... Lối đi riêng, nhà gửi xe riêng, thoáng mát, yên tĩnh, gần chợ, ngân hàng, trường học, giờ giấc tự do. Tel.  - cô Hồng,  - chú Kiệt",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/03/04/144/77a8e5bb94d44656b01f8e1b107ba141.jpg,907500288,"[10.82302, 106.62965]",8,Hồ Chí Minh,
Cho thuê nhà ngõ 34 phố nguyễn thị định quận cầu giấy hà nội,35.0,66,"34, Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Chính chủ cho thuê toàn bộ ngôi nhà ô tô đỗ cửa hướng đông bắc tại địa chỉ số 19 ngách 34/4 (ngõ 34 – ngách 34/4) phố Nguyễn Thị Định phường Trung Hòa quận Cầu Giấy Hà Nội. Có thể đi vào ngôi nhà từ ngõ 30 phố Nguyễn Thị Định rồi rẽ trái tại ngã tư đầu tiên. Ngõ 30 phố Nguyễn Thị Định liên thông với ngõ 23 phố Đỗ Quang, còn ngõ 34 phố Nguyễn Thị Định liên thông với ngõ 67 phố Đỗ Quang.<br/>Ngôi nhà bê tông cốt thép này có 4 tầng + 1 tum, mỗi tầng 2 phòng, mặt bằng 66m2 mặt tiền 4.5m, tổng diện tích sử dụng khoảng 300m2 nên rất thuận lợi để làm văn phòng hoặc showroom công ty. Nhà có 9 phòng trong đó có 6 phòng khép kín được trang bị điều hòa nhiệt độ LG. Ngôi nhà có 6 phòng vệ sinh đều có bình nóng lạnh. Điện và nước thanh toán theo giá nhà nước quy định. Đi bộ từ ngôi nhà này đến công viên Thanh Xuân hết khoảng 12 phút.<br/>Giá thuê nhà: 35 triệu đồng/1 tháng. Liên hệ: anh Trang (chính chủ), số điện thoại:  ",Cho Thuê,Nhà Trong Ngõ,,5.0,6,6,Đông Bắc,https://cloud.muaban.net/images/thumb-detail/2024/07/14/053/5b132b4ccb6d4f5e827044b1a84d1013.jpg,961998631,"[21.02744, 105.79026]",Cầu Giấy,Hà Nội,4.5
"Nhà cho thuê nguyên căn hẻm xe tải 6m, 6529 cộng hòa, p.13, tân bình",20.0,72,"652/9, Đường Cộng Hòa, Phường 13, Quận Tân Bình, TP.HCM","Nhà cho thuê nguyên căn hẻm xe tải 6m, nhà mới 652/9 Cộng Hòa, Phường 13, Tân Bình. <br/>**** Diện tích ngang 4x18m, một trệt, 2 lầu. <br/>**** Giá thuê 20tr/1 tháng <br/>Liên hệ:  anh Thắng chủ nhà",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/583/9ba74ebd3b814d64ac12c115e0ee5ca6.jpg,903810223,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,4.0
"Cho thuê căn hộ tầng 3, khu xã đàn 2, nam đồng, đống đa",6.0,50,"Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội","Cho thuê căn hộ tầng 3, Nhà A3, Tập thể Học viện kỹ thuật Quân sự tại 215 Xã Đàn 2 - P.Nam Đồng - Đống Đa. Diện tích 50 m2, 1 phòng ngủ, 1 phòng khách rộng, có điều hòa, nóng lạnh, tủ, bàn ghế...Điện nước giá nhà nước. Giá 6 triệu, MTG <br/>liên hệ:  ",Cho Thuê,Căn Hộ Chung Cư,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/116/49ca33826d7c40db90ef0e6cc89541ea.jpg,983562368,"[21.01348, 105.82679]",Đống Đa,Hà Nội,
"Chính chủ cho thuê mặt bằng kinh doanh, mặt hồ tai châu",9.0,58,"Đường Hồ Tai Trâu, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Chính chủ cho thuê mặt bằng kinh doanh, mặt hồ Tai Châu, giáp với phố Hồng Tiến quận Long Biên<br/>DT 58m2 mặt tiền 5m<br/>Liên hệ chị Ngọc  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/379/48f8f68b4b9c43c2972ae167de092bc4.jpg,911313091,"[21.0465486, 105.8699306]",Long Biên,Hà Nội,
"Kho xưởng cho thuê đặng thùy trâm, bình thạnh 500m2150m2650m2. 55tr",55.0,650,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, TP.HCM","Kho xưởng cho thuê 500m2 + 150m2 = 650m2.<br/>- Nền kho xưởng bê tông cao ráo, sạch sẽ, không ngập nước, có phòng làm việc nước máy, điện 3 pha, có cửa hậu đón nắng và gió mát, giá thuê 55tr/tháng<br/>Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh.<br/>Xin liên hệ:  - chị Thu",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/252/0e5ccdffc04042c1a549c30b942a2d1d.jpg,792220039,"[10.824318, 106.7033906]",Bình Thạnh,Hồ Chí Minh,
"Cho thuê cửa hàng kinh doanh cafe tại phố trần hữu tước, hồ đắc di",16.0,40,"Đường Trần Hữu Tước, Quận Đống Đa, Hà Nội","Cho thuê cửa hàng kinh doanh (quán Cafe, siêu thị mini…) tại phố Trần Hữu Tước (Hồ Đắc Di) - Hà Nội:<br/><br/>- Địa chỉ: Tầng 1 nhà số 85 mặt phố Trần Hữu Tước (Hồ Đắc Di) – Phường Nam Đồng – Quận Đống Đa –Tp Hà nội<br/>- Diện tích 40m2 riêng biệt, đầy đủ tiện nghi cơ bản.<br/>- Mặt tiền rộng 8m .<br/>- Hè rộng có thể đỗ ô tô và xe máy .<br/>- Phù hợp làm Quán cafe, Siêu thị mini, Cửa hàng tiện lợi .<br/>- Cửa hàng nằm trong khu phố đông dân cư tại trung tâm quận Đống Đa, gần phố đi bộ sầm uất Hồ Đắc Di, đối diện cơ quan Bảo hiểm xã hội Quận Đống Đa, gần nhiều trường học, thông với nhiều phố lớn rất thuận lợi cho kinh doanh.<br/><br/>Vui lòng liên hệ Mr Thành:  -  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/05/468/f62e55814d244cb584be552c7e7cbd06.jpg,968434892,"[21.01348, 105.82679]",Đống Đa,Hà Nội,
Cho thuê nhà 48 tràng thi phường hàng bông quận hoàn kiếm hà nội,0.123456,151,"Đường Tràng Thi, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội","Cho thuê nhà <br/>Địa chỉ: 48 Tràng Thi- Phường Hàng Bông- Quận Hoàn Kiếm <br/>Diện tích : 151 m2. Mặt tiền 9m<br/>Nhà mới sửa đẹp, sang trọng , thiết bị mới, hiện đại . Sân trước nhà rộng có mái che.<br/>Môi trường yên tĩnh, an ninh tốt.<br/>Ưu tiên cho thuê lâu dài làm ngân hàng, siêu thị, văn phòng , cà phê.<br/>Giá cho thuê: thỏa thuận <br/>Liên hệ chính chủ: cô Hương  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/117/59116147ca754fb5be23fb31c99f8b0f.jpg,903706199,"[21.0272636, 105.847031]",Hoàn Kiếm,Hà Nội,
"Cho thuê mặt bằng mặt tiền đường nhựa. đối diện sảnh g căn hộ eco, q.7",10.0,300,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, TP.HCM","Cho thuê mặt bằng mặt tiền đường Nhựa từ 16h chiều 10 triệu/tháng<br/>DT 300m2, đã có bàn ghế, nhà tiền chế, điện nước<br/>Đối diện sảnh G căn hộ chung cư cao cấp Eco, phường Bình Thuận. Quận 7<br/>Tiện kinh doanh đủ ngành nghề<br/>Liên hệ:  A.Hưng",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/206/0fc022adf890475eb50c2ed04f4e827c.jpg,917129999,"[10.7385317, 106.7205651]",7,Hồ Chí Minh,
